Name,Date of birth,Team,Batting Style,Bowling Style,ODI Debut,Debut Team,Matches played,Innings,Total Run,Not Out,Highe Score,Batting Avg,Balls faced,Stick rate,100s,50s,4s,6s,Caught,Stumped,Balls,Runs,Wickets,Bowling Avg,Economy,Stick rate.1,5WI,10WM,BBI,BBM
Narendra Deepchand Hirwani,1968-10-18,india,Right-hand bat,Leg-break googly,1988-01-22,west indies,18,7,8,3,4,2.0,29,27.58,0,0,0,0,2,0,960,719,23,31.26,4.493,41.73,0,0,4/43,4/43
Navjot Singh Sidhu,1963-10-20,india,Right-hand bat,Right-arm medium,1987-10-09,australia,136,127,4413,8,134,37.08,6329,69.72,6,33,335,44,20,0,4,3,0,0.0,4.5,0.0,0,0,0/1,0/1
Nayan Ramlal Mongia,1969-12-19,india,Right-hand bat,Not-Bowled,1994-02-15,sri lanka,140,96,1272,33,69,20.19,1845,68.94,0,2,95,8,110,44,0,0,0,0.0,0.0,0.0,0,0,0,0
Nikhil Chopra,1973-12-26,india,Right-hand bat,Off-break,1998-05-28,kenya,39,26,310,6,61,15.5,498,62.24,0,1,15,5,16,0,1835,1286,46,27.95,4.204,39.89,1,0,5/21,5/21
Nilesh Moreshwar Kulkarni,1973-03-04,india,Left-hand bat,Slow left-arm,1997-07-26,sri lanka,10,5,11,3,5,5.5,20,55.0,0,0,0,0,2,0,402,357,11,32.45,5.327999999999999,36.54,0,0,3/27,3/27
Noel Arthur David,1971-02-26,india,Right-hand bat,Off-break,1997-04-27,west indies,4,2,9,2,8,0.0,10,90.0,0,0,0,0,0,0,192,133,4,33.25,4.156000000000001,48.0,0,0,3/21,3/21
Pankaj Dharmani,1974-09-27,india,Right-hand bat,Not-Bowled,1996-10-23,south africa,1,1,8,0,8,8.0,8,100.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Pankaj Singh,1985-06-05,india,Right-hand bat,Right-arm medium,2010-06-05,sri lanka,1,1,3,1,3,0.0,3,100.0,0,0,0,0,1,0,42,45,0,0.0,6.428,0.0,0,0,0/12,0/12
Paras Laxmikant Mhambrey,1972-06-20,india,Right-hand bat,Right-arm medium,1996-05-23,england,3,1,7,1,7,0.0,5,140.0,0,0,1,0,0,0,126,120,3,40.0,5.7139999999999995,42.0,0,0,2/69,2/69
Parthasarathy Harishchandra Sharma,1948-05-01,india,Right-hand bat,Right-arm medium,1976-02-21,new zealand,2,2,20,0,14,10.0,39,51.28,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Parthiv Ajaybhai Patel,1985-09-03,india,Left-hand bat,Off-break,2003-01-04,new zealand,38,34,736,3,95,23.74,962,76.5,0,4,79,7,30,9,0,0,0,0.0,0.0,0.0,0,0,0,0
Parvez Rasool Zarghav,1989-02-13,india,Right-hand bat,Off-break,2014-06-15,bangladesh,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,60,60,2,30.0,6.0,30.0,0,0,0,0
Piyush Pramod Chawla,1988-12-24,india,Left-hand bat,Leg-break googly,2007-05-12,bangladesh,25,12,38,5,13,5.428,58,65.51,0,0,3,0,9,0,1312,1117,32,34.9,5.1080000000000005,41.0,0,0,4/17,4/17
Pochiah Krishnamurthy,1947-12-07,india,Right-hand bat,Leg-break,1976-02-22,new zealand,1,1,6,0,6,6.0,13,46.15,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0
Pragyan Prayish Ojha,1986-05-09,india,Left-hand bat,Slow left-arm,2008-06-28,bangladesh,18,10,46,8,16,23.0,112,41.07,0,0,3,0,7,0,876,652,21,31.04,4.465,41.71,0,0,4/21,4/21
Prashant Sridhar Vaidya,1967-09-23,india,Right-hand bat,Right-arm medium-fast,1995-02-22,australia,4,2,15,0,12,7.5,12,125.0,0,0,2,0,2,0,184,174,4,43.5,5.672999999999999,46.0,0,0,2/41,2/41
Pravin Kalyan Amre,1968-08-14,india,Right-hand bat,Leg-break,1991-11-10,south africa,37,30,513,5,84,20.52,799,64.2,0,2,28,2,12,0,2,4,0,0.0,12.0,0.0,0,0,0/4,0/4
Rahul Sharad Dravid,1973-11-01,india,Right-hand bat,Off-break,1996-04-03,sri lanka,344,318,10889,40,153,39.16,15285,71.23,12,83,950,42,196,14,186,170,4,42.5,5.483,46.5,0,0,2/43,2/43
Rahul Laxman Sanghvi,1974-03-09,india,Left-hand bat,Slow left-arm,1998-01-18,pakistan,10,2,8,0,8,4.0,11,72.72,0,0,0,1,4,0,498,399,10,39.9,4.8069999999999995,49.8,0,0,3/29,3/29
Rajesh Kumar Chauhan,1966-12-19,india,Right-hand bat,Off-break,1993-07-25,sri lanka,35,18,132,5,32,10.15,171,77.19,0,0,5,4,10,0,1634,1216,29,41.93,4.465,56.34,0,0,3/8,3/29
Rajinder Singh Ghai,1960-12-06,india,Right-hand bat,Right-arm medium-fast,1984-12-05,england,6,1,1,0,1,1.0,3,33.33,0,0,0,0,0,0,275,260,3,86.66,5.672000000000001,91.66,0,0,1/38,1/38
Rajiv Ramesh Kulkarni,1962-09-25,india,Right-hand bat,Right-arm fast-medium,1983-12-17,west indies,10,5,33,3,15,16.5,39,84.61,0,0,3,0,2,0,444,345,10,34.5,4.662,44.4,0,0,3/42,3/42
Raman Lamba,1960-02-01,india,Right-hand bat,Right-arm medium,1986-09-07,australia,32,31,783,2,102,27.0,1166,67.15,1,6,60,6,10,0,19,20,1,20.0,6.315,19.0,0,0,1/9,1/9
Ramesh Rajaram Powar,1978-05-20,india,Right-hand bat,Off-break,2004-03-16,pakistan,31,19,163,5,54,11.64,260,62.69,0,1,12,2,3,0,1536,1191,34,35.02,4.652,45.17,0,0,3/24,3/24
Randhir Singh,1957-08-16,india,Right-hand bat,Right-arm fast-medium,1981-11-25,england,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,72,48,1,48.0,4.0,72.0,0,0,1/30,1/30
Rashid Ghulam Mohammad Patel,1964-01-06,india,Left-hand bat,Left-arm fast-medium,1988-12-17,new zealand,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,60,58,0,0.0,5.8,0.0,0,0,0/14,0/51
Ravishankar Jayadritha Shastri,1962-05-27,india,Right-hand bat,Slow left-arm,1981-11-25,england,150,128,3108,21,109,29.04,5085,61.12,4,18,198,17,40,0,6613,4650,129,36.04,4.218999999999999,51.26,1,0,5/15,5/15
Ravichandran Ashwin,1986-09-17,india,Right-hand bat,Off-break,2010-06-05,sri lanka,111,61,675,19,65,16.07,776,86.98,0,1,59,6,30,0,6021,4937,150,32.91,4.919,40.14,0,0,3/14,3/14
Ravindrasinh Anirudhsinh Jadeja,1988-06-12,india,Left-hand bat,Slow left-arm,2009-02-08,sri lanka,136,93,1914,32,87,31.37,2244,85.29,0,10,152,36,51,0,6806,5561,155,35.87,4.902,43.9,1,0,5/16,5/16
Reetinder Singh Sodhi,1980-10-18,india,Right-hand bat,Right-arm medium,2000-12-02,zimbabwe,18,14,280,3,67,25.45,381,73.49,0,2,16,6,9,0,462,365,5,73.0,4.74,92.4,0,0,2/31,2/31
Rabindra Ramanarayan Singh,1963-09-14,india,Left-hand bat,Right-arm medium,1989-03-11,west indies,136,113,2336,23,100,25.95,3144,74.3,1,9,134,40,33,0,3734,2985,69,43.26,4.796,54.11,2,0,5/22,5/22
Robin Venu Uthappa,1985-11-11,india,Right-hand bat,Right-arm medium,2006-04-15,england,46,42,934,6,86,25.94,1031,90.59,0,6,107,19,19,2,2,0,0,0.0,0.0,0.0,0,0,0,0
Roger Michael Humphrey Binny,1955-07-19,india,Right-hand bat,Right-arm medium,1980-12-06,australia,72,49,629,10,57,16.12,974,64.57,0,1,41,0,12,0,2957,2260,77,29.35,4.585,38.4,0,0,4/29,4/29
Rohan Sunil Gavaskar,1976-02-20,india,Left-hand bat,Slow left-arm,2004-01-18,australia,11,10,151,2,54,18.87,234,64.52,0,1,8,2,5,0,72,74,1,74.0,6.166,72.0,0,0,1/56,1/56
Rohit Gurunath Sharma,1987-04-30,india,Right-hand bat,Off-break,2007-06-23,ireland,180,174,6594,26,264,44.55,7582,86.96,17,34,570,169,60,0,593,515,8,64.37,5.21,74.12,0,0,2/12,2/12
Rudra Pratap Singh,1985-06-12,india,Right-hand bat,Left-arm medium-fast,2005-09-04,zimbabwe,58,20,104,10,23,10.4,242,42.97,0,0,5,1,13,0,2565,2343,69,33.95,5.48,37.17,0,0,4/13,4/13
Rudra Pratap Singh,1965-06-01,india,Right-hand bat,Right-arm fast-medium,1986-09-24,australia,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,82,77,1,77.0,5.6339999999999995,82.0,0,0,1/58,1/58
Subramaniam Badrinath,1980-08-30,india,Right-hand bat,Off-break,2008-08-20,sri lanka,7,6,79,1,27,15.8,172,45.93,0,0,4,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Shanthakumaran Sreesanth,1983-06-02,india,Right-hand bat,Right-arm fast-medium,2005-10-25,sri lanka,53,21,44,10,10,4.0,121,36.36,0,0,2,0,7,0,2476,2508,75,33.44,6.077000000000001,33.01,1,0,6/55,6/55
Syed Saba Karim,1967-11-14,india,Right-hand bat,Not-Bowled,1997-01-23,south africa,34,27,362,4,55,15.73,560,64.64,0,1,27,2,27,3,0,0,0,0.0,0.0,0.0,0,0,0,0
Sachin Ramesh Tendulkar,1973-04-24,india,Right-hand bat,"Right-arm medium, Off-break, Leg-break",1989-12-18,pakistan,463,452,18426,41,200,44.83,21368,86.23,49,96,2016,192,140,0,8054,6850,154,44.48,5.103,52.29,2,0,5/32,5/32
Sadagoppan Ramesh,1975-10-16,india,Left-hand bat,Off-break,1999-03-30,sri lanka,24,24,646,1,82,28.08,1092,59.15,0,6,70,1,3,0,36,38,1,38.0,6.332999999999999,36.0,0,0,1/23,1/23
Sadanand Viswanath,1962-11-29,india,Right-hand bat,Not-Bowled,1985-01-20,england,22,12,72,4,23,9.0,139,51.79,0,0,5,0,17,7,0,0,0,0.0,0.0,0.0,0,0,0,0
Sairaj Vasant Bahutule,1973-06-01,india,Left-hand bat,Leg-break,1997-12-22,sri lanka,8,4,23,1,11,7.666,29,79.31,0,0,2,0,3,0,294,283,2,141.5,5.775,147.0,0,0,1/31,1/31
Salil Ashok Ankola,1968-01-03,india,Right-hand bat,Right-arm medium-fast,1989-12-18,pakistan,20,13,34,4,9,3.7769999999999997,42,80.95,0,0,1,1,2,0,807,615,13,47.3,4.572,62.07,0,0,3/33,3/33
Sameer Sudhakar Dighe,1968-08-10,india,Right-hand bat,Not-Bowled,2000-01-10,pakistan,23,17,256,6,94,23.27,421,60.8,0,1,11,2,19,5,0,0,0,0.0,0.0,0.0,0,0,0,0
Sandeep Madhusudan Patil,1956-08-18,india,Right-hand bat,Right-arm medium,1980-12-06,australia,45,42,1005,1,84,24.51,1144,87.84,0,9,67,6,11,0,864,589,15,39.26,4.09,57.6,0,0,2/28,2/28
Sanjay Bapusaheb Bangar,1972-11-10,india,Right-hand bat,Right-arm medium,2002-01-25,england,15,15,180,2,57,13.84,239,75.31,0,1,14,3,4,0,442,384,7,54.85,5.212000000000001,63.14,0,0,2/23,2/23
Sanjay Vijay Manjrekar,1965-12-07,india,Right-hand bat,Off-break,1988-01-05,west indies,74,70,1994,10,105,33.23,3101,64.3,1,15,99,10,23,0,8,10,1,10.0,7.5,8.0,0,0,1/2,1/2
Sanjay Susanta Raul,1976-06-10,india,Right-hand bat,Off-break,1998-09-13,pakistan,2,2,8,0,8,4.0,14,57.14,0,0,0,0,0,0,36,27,1,27.0,4.5,36.0,0,0,1/13,1/13
Sanjeev Kumar Sharma,1965-08-25,india,Right-hand bat,Right-arm medium,1988-01-02,west indies,23,12,80,4,28,10.0,135,59.25,0,0,4,0,7,0,979,813,22,36.95,4.982,44.5,1,0,5/26,5/26
Saradindu Purnendu Mukherjee,1964-05-10,india,Right-hand bat,Off-break,1990-12-25,bangladesh,3,1,2,1,2,0.0,2,100.0,0,0,0,0,1,0,174,98,2,49.0,3.3789999999999996,87.0,0,0,1/30,1/30
Sarandeep Singh,1979-10-21,india,Right-hand bat,Off-break,2002-01-31,england,5,4,47,1,19,15.66,73,64.38,0,0,6,0,2,0,258,180,3,60.0,4.186,86.0,0,0,2/34,2/34
Saurabh Sunil Tiwary,1989-12-30,india,Left-hand bat,Off-break,2010-10-20,australia,3,2,49,2,37,0.0,56,87.5,0,0,5,1,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Shikhar Dhawan,1985-05-12,india,Left-hand bat,Off-break,2010-10-20,australia,102,101,4361,6,137,45.9,4667,93.44,13,25,534,54,46,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Shiv Sunder Das,1977-05-11,india,Right-hand bat,Right-arm medium,2001-10-05,south africa,4,4,39,1,30,13.0,77,50.64,0,0,2,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Nandlal Shivlal Yadav,1957-01-26,india,Right-hand bat,Off-break,1986-01-11,new zealand,7,2,1,2,1,0.0,16,6.25,0,0,0,0,1,0,330,228,8,28.5,4.145,41.25,0,0,2/16,2/18
Sourav Chandidas Ganguly,1972-08-07,india,Left-hand bat,Right-arm medium,1992-01-11,west indies,311,300,11363,23,183,41.02,15416,73.7,22,72,1122,190,100,0,4561,3849,100,38.49,5.063,45.61,2,0,5/16,5/16
Sridharan Sriram,1976-02-21,india,Left-hand bat,Slow left-arm,2000-03-19,south africa,8,7,81,1,57,13.5,135,60.0,0,1,9,0,1,0,324,274,9,30.44,5.074,36.0,0,0,3/43,3/43
Srinivasaraghavan Venkataraghavan,1945-04-21,india,Right-hand bat,Off-break,1974-07-13,england,15,9,54,4,26,10.8,126,42.85,0,0,3,0,4,0,840,542,5,108.4,3.8710000000000004,168.0,0,0,2/11,2/34
Stuart Terence Roger Binny,1984-03-06,india,Right-hand bat,Right-arm medium,2014-01-28,new zealand,14,11,230,3,77,28.75,246,93.49,0,1,23,5,3,0,490,439,20,21.95,5.375,24.5,1,0,0/1,0/1
Subroto Tara Banerjee,1969-02-13,india,Right-hand bat,Right-arm medium-fast,1991-12-06,west indies,6,5,49,3,25,24.5,42,116.6,0,0,2,1,3,0,240,202,5,40.4,5.05,48.0,0,0,3/30,3/30
Sudeep Tyagi,1987-09-19,india,Right-hand bat,Right-arm medium,2009-12-27,sri lanka,4,1,1,1,1,0.0,2,50.0,0,0,0,0,1,0,165,144,3,48.0,5.236000000000001,55.0,0,0,1/9,1/9
Ramchandra Sudhakar Rao,1952-08-08,india,Right-hand bat,Right-arm medium,1976-02-22,new zealand,1,1,4,0,4,4.0,14,28.57,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Sudhir Sakharam Naik,1945-02-21,india,Right-hand bat,Not-Bowled,1974-07-13,england,2,2,38,0,20,19.0,68,55.88,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Sujith Bijjahali Somasunder,1972-02-12,india,Right-hand bat,Right-arm medium,1996-10-17,south africa,2,2,16,0,9,8.0,63,25.39,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Sunil Manohar Gavaskar,1949-10-07,india,Right-hand bat,Right-arm medium,1974-07-13,england,108,102,3092,14,103,35.13,4910,62.97,1,27,227,15,22,0,20,25,1,25.0,7.5,20.0,0,0,1/10,1/10
Sunil Bandacharya Joshi,1969-06-06,india,Left-hand bat,Slow left-arm,1996-09-01,zimbabwe,69,45,584,11,61,17.17,653,89.43,0,1,47,17,19,0,3386,2509,69,36.36,4.446000000000001,49.07,1,0,5/6,5/6
Suresh Kumar Raina,1986-11-27,india,Left-hand bat,Off-break,2005-07-30,sri lanka,223,192,5568,35,116,35.46,5937,93.78,5,36,475,120,100,0,2084,1769,36,49.13,5.093,57.88,0,0,3/34,3/34
Surinder Amarnath Bhardwaj,1948-12-30,india,Left-hand bat,Right-arm medium,1978-10-01,pakistan,3,3,100,0,62,33.33,119,84.03,0,1,9,1,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Surinder Chamanlal Khanna,1956-03-06,india,Right-hand bat,Not-Bowled,1979-06-09,west indies,10,10,176,2,56,22.0,265,66.41,0,2,16,2,4,4,0,0,0,0.0,0.0,0.0,0,0,0,0
Surendra Vithal Nayak,1954-10-20,india,Left-hand bat,"Right-arm medium, Leg-break",1981-12-20,england,4,1,3,0,3,3.0,19,15.78,0,0,0,0,1,0,222,161,1,161.0,4.351,222.0,0,0,1/16,1/51
Syed Abid Ali,1941-09-09,india,Right-hand bat,Right-arm medium-fast,1974-07-13,england,5,3,93,0,70,31.0,132,70.45,0,1,6,1,0,0,336,187,7,26.71,3.339,48.0,0,0,2/22,2/22
Syed Mujtaba Hussein Kirmani,1949-12-29,india,Right-hand bat,Off-break,1976-02-21,new zealand,49,31,373,13,48,20.72,592,63.0,0,0,18,0,27,9,0,0,0,0.0,0.0,0.0,0,0,0,0
Thirunavukkarasu Kumaran,1975-12-30,india,Right-hand bat,Right-arm medium,1999-11-14,new zealand,8,3,19,0,8,6.332999999999999,27,70.37,0,0,2,0,3,0,378,348,9,38.66,5.523,42.0,0,0,3/24,3/24
Thirumalai Ananthanpillai Sekhar,1956-03-28,india,Right-hand bat,Right-arm medium-fast,1983-01-21,pakistan,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,156,128,5,25.6,4.923,31.2,0,0,3/23,3/23
Thirumalai Echambadi Srinivasan,1950-10-26,india,Right-hand bat,Leg-break,1980-12-06,australia,2,2,10,0,6,5.0,35,28.57,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Tinu Yohannan,1979-02-18,india,Right-hand bat,Right-arm medium-fast,2002-05-29,west indies,3,2,7,2,5,0.0,11,63.63,0,0,0,0,0,0,120,122,5,24.4,6.1,24.0,0,0,3/33,3/33
Umeshkumar Tilak Yadav,1987-10-25,india,Right-hand bat,Right-arm fast-medium,2010-05-28,zimbabwe,71,23,79,14,18,8.777000000000001,132,59.84,0,0,8,1,20,0,3319,3290,102,32.25,5.947,32.53,0,0,3/9,3/13
Utpal Subodh Chatterjee,1964-07-13,india,Left-hand bat,Slow left-arm,1995-04-05,bangladesh,3,2,6,1,3,6.0,30,20.0,0,0,0,0,1,0,161,117,3,39.0,4.36,53.66,0,0,2/35,2/35
Vakkadai Biksheswaran Chandrasekhar,1961-08-21,india,Right-hand bat,Not-Bowled,1988-12-10,new zealand,7,7,88,0,53,12.57,262,33.58,0,1,11,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Varun Raymond Aaron,1989-10-29,india,Right-hand bat,Right-arm fast-medium,2011-10-23,england,9,3,8,2,6,8.0,15,53.33,0,0,1,0,1,0,380,419,11,38.09,6.615,34.54,0,0,3/16,3/16
Sagi Lakshmi Venkatapathy Raju,1969-09-07,india,Right-hand bat,Slow left-arm,1990-03-01,new zealand,53,16,32,8,8,4.0,67,47.76,0,0,1,0,8,0,2770,2014,63,31.96,4.362,43.96,0,0,4/46,4/46
Bapu Krishnarao Venkatesh Prasad,1969-05-08,india,Right-hand bat,Right-arm medium-fast,1994-04-02,new zealand,161,63,221,31,19,6.906000000000001,367,60.21,0,0,7,5,37,0,8129,6332,196,32.3,4.673,41.47,1,0,5/27,5/27
Raghvendrarao Vijay Bharadwaj,1975-08-15,india,Right-hand bat,Off-break,1999-09-26,south africa,10,9,136,4,41,27.2,194,70.1,0,0,15,1,4,0,372,307,16,19.18,4.9510000000000005,23.25,0,0,3/34,3/34
Vijay Dahiya,1973-10-05,india,Right-hand bat,Not-Bowled,2000-10-03,kenya,19,15,216,2,51,16.61,267,80.89,0,1,18,3,19,5,0,0,0,0.0,0.0,0.0,0,0,0,0
Vijay Yadav,1967-03-14,india,Right-hand bat,Not-Bowled,1992-12-15,south africa,19,12,118,2,34,11.8,116,101.7,0,0,7,2,12,7,0,0,0,0.0,0.0,0.0,0,0,0,0
Vikram Rathour,1969-03-26,india,Right-hand bat,Not-Bowled,1996-04-15,pakistan,7,7,193,0,54,27.57,331,58.3,0,2,16,1,4,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Ranganath Vinay Kumar,1984-12-02,india,Right-hand bat,Right-arm medium,2010-05-28,zimbabwe,31,13,86,4,27,9.555,146,58.9,0,0,5,2,6,0,1436,1423,38,37.44,5.945,37.78,0,0,4/30,4/30
Vinod Ganpat Kambli,1972-01-18,india,Left-hand bat,Off-break,1991-10-18,pakistan,104,97,2477,21,106,32.59,3444,71.92,2,14,187,20,15,0,4,7,1,7.0,10.5,4.0,0,0,1/7,1/7
Virat Kohli,1988-05-11,india,Right-hand bat,Right-arm medium,2008-08-18,sri lanka,208,200,9588,35,183,58.1,10405,92.14,35,46,893,104,100,0,641,665,4,166.2,6.224,160.2,0,0,1/8,1/8
Virender Sehwag,1978-10-20,india,Right-hand bat,Off-break,1999-04-01,pakistan,251,245,8273,9,219,35.05,7929,104.3,15,38,1132,135,93,0,4392,3853,96,40.13,5.263,45.75,0,0,4/6,4/6
Vivek Razdan,1969-08-25,india,Right-hand bat,Right-arm fast-medium,1989-12-18,pakistan,3,3,23,1,18,11.5,27,85.18,0,0,3,0,4,0,84,77,1,77.0,5.5,84.0,0,0,1/37,1/37
Vangipurappu Venkata Sai Laxman,1974-01-11,india,Right-hand bat,Off-break,1998-04-09,zimbabwe,86,83,2338,7,131,30.76,3282,71.23,6,10,222,4,39,0,42,40,0,0.0,5.7139999999999995,0.0,0,0,0/1,0/1
Wasim Jaffer,1978-02-16,india,Right-hand bat,Off-break,2006-11-22,south africa,2,2,10,0,10,5.0,23,43.47,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Woorkeri Venkat Raman,1965-05-23,india,Left-hand bat,Slow left-arm,1988-01-02,west indies,27,27,617,1,114,23.73,1109,55.63,1,3,47,5,2,0,162,170,2,85.0,6.296,81.0,0,0,1/7,1/7
Wriddhaman Prasanta Saha,1984-10-24,india,Right-hand bat,Not-Bowled,2010-11-28,new zealand,9,5,41,2,16,13.66,56,73.21,0,0,5,0,17,1,0,0,0,0.0,0.0,0.0,0,0,0,0
Yalaka Venugopal Rao,1982-02-26,india,Right-hand bat,Off-break,2005-07-30,sri lanka,16,11,218,2,61,24.22,363,60.05,0,1,16,3,5,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Yashpal Sharma,1954-11-08,india,Right-hand bat,Right-arm medium,1978-10-13,pakistan,42,40,883,9,89,28.48,1360,64.92,0,4,44,2,10,0,201,199,1,199.0,5.94,201.0,0,0,1/6,1/6
Yograj Singh Bhagsingh Bhundel,1958-03-25,india,Right-hand bat,Right-arm fast-medium,1980-12-21,new zealand,6,4,1,2,1,0.5,12,8.333,0,0,0,0,2,0,244,186,4,46.5,4.573,61.0,0,0,2/44,2/44
Yusuf Khan Pathan,1984-11-27,india,Right-hand bat,Off-break,2008-06-10,pakistan,57,41,810,11,123,27.0,713,113.6,2,3,62,43,17,0,1490,1365,33,41.36,5.496,45.15,0,0,3/20,3/20
Yuvraj Singh,1981-12-12,india,Left-hand bat,"Slow left-arm, Left-arm medium",2000-10-03,kenya,304,278,8701,40,150,36.55,9925,87.66,14,52,908,155,94,0,5048,4294,111,38.68,5.103,45.47,1,0,5/31,5/31
Zaheer Khan,1978-07-10,india,Right-hand bat,Left-arm fast-medium,2000-10-03,kenya,200,101,792,35,34,12.0,1078,73.46,0,0,69,24,43,0,10097,8301,282,29.43,4.9319999999999995,35.8,1,0,5/29,5/42
